程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
1266,For Justice (Experience),Help Ling's Family to punish the Chen's Manor.,Chen's Manor has been bullying us too much.  He force my daughter marry him. I hope you can help us teach the evils a lesson. ,Teach them a good lesson please.,We are waiting for your good news.,"$username$, you are such a nice person.","Never mind, you may try again next time."
1267,For Justice (Energy),Help Ling's Family to punish the Chen's Manor.,Chen's Manor has been bullying us too much.  He want force my daughter marry him. I hope you can help us teach the evils a lesson. ,Teach them a good lesson please.,We are waiting for your good news.,"$username$, you are such a nice person.","Never mind, you may try again next time."
1268,For Justice (Reputation),Help Ling's Family to punish the Chen's Manor.,Chen's Manor has been bullying us too much.  He force my daughter marry him. I hope you can help us teach the evils a lesson. ,Teach them a good lesson please.,We are waiting for your good news.,"$username$, you are such a nice person.","Never mind, you may try again next time."
1269,Letters to Son-in-Law,Bring the letter to Scholar Yu.,"I estimate the Chen's Manor will do something bad to Dai's field. $username$, could you please bring my letter to my son-in-law Scholar Yu in Dai's Field?","Keep the letter safely, don't get it lost.","Be quick, this is very important.",Oh... Thank you for the in time information.,"Never mind, you may try again next time."
1270,Sentinel of Chen's Manor,Help the wounded villager punish the Sentinel of Chen's Manor,"$username$, the entrance of Dai's Field was occupied by Chen's Manor.  I am wounded.  I can't beat them by myself.  Could you please help me punish them?",They are in such huge amount. You'd better be careful.,Those people are hard to beat.,Thank you for helping me out of this.  I am so lucky to meet you today. ,"Never mind, you may try again next time."
1271,Watcher of Chen's Manor,Help Scholar Yu exterminate the Watcher of Chen's Manor.,I never imagine the situation is so severe. Chen's Manor force has been in the entrance of Dai's Field.  It's so dangerous.  It's time for us to drive them out of Dai's Field.,"They are in such huge amount, you should be careful.",We have to drive them out of here.,Hahaha... Thank you very much.,"Never mind, you may try again next time."
1272,Pawn of Chen's Manor,Help Scholar Yu exterminate the Pawn of Chen's Manor,"Those Pawn of Chen's Manor wandering around Dai's Field are hard to beat, you should be very careful.","They are in such huge amount, you should be careful.","It looks not so good, you have to take care.",So dangerous... Pawn of Chen's Manor is really hard to defeat.,"Never mind, you may try again next time."
1273,Wheel Blade Cui-Tianshou,Help Scholar Yu to defeat Wheel Blade Cui-Tianshou ,"Those people who surrounded us are assigned by Wheel Blade Cui-Tianshou.  To win the war against the Chen's Manor, we have to defeat him. Are you ready?","He is a very hard to defeat, you'd better take care. ","Cui-Tianshou is hard to defeat, you should find some friends to go with you.",That's great. I am so happy today.,"Never mind, you may try again next time."
1274,Clean up Dai's Field (Experience),Help Scholar Yu punish the claws of Chen's Manor.,"Chen's Manor has been bullying us too much.  He force Ling's daughter marry him, and then come to create trouble in Dai's Field.  I hope you can help me teach the evils a lesson. ","They are pressuring us with their force, that's too much.",We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1275,Clean up Dai's Field (Energy),Help Scholar Yu punish the claws of Chen's Manor.,"Chen's Manor has been bullying us too much.  He force Ling's daughter marry him, and then come to create trouble in Dai's Field.  I hope you can help me teach the evils a lesson. ","They are pressuring us with their force, that's too much.",We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1276,Clean up Dai's Field (Reputation),Help Scholar Yu punish the claws of Chen's Manor.,"Chen's Manor has been bullying us too much.  He force Ling's daughter marry him, and then come to create trouble in Dai's Field.  I hope you can help me teach the evils a lesson. ","They are pressuring us with their force, that's too much.",We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1277,Nark of Loo's Village,Help Childe Baiqi punish the Nark of Loo's Village.,"I found some Nark of Loo's village wandering around Ichthyoid Cave, I am afraid they will do something evil against Dai's Field.  I want to inform all our villagers. could you please ask about the information from Nark of Loo's Village?","You should be careful, don't disturb others.",Nark of Loo's villager are much hard than Chen's Manor to defeat.,It seems they have been there for long time. They probably know the Chen's Minor is creating trouble here. ,"Never mind, you may try again next time."
1278,Secret of Ichthyoid Cave ,Help Childe Baiqi punish the Blademan of Loo's Village.,"I was in the Ichthyoid Cave in the midnight, I found a secret, some people from Loo's Villager dug a tunnel inside of Ichthyoid Cave.  For preventing other people from knowing, they are trying to seal the tunnel now.  Some Blademan are working on that.  Could you please go to check it out, and tell me.  ","You should be careful, don't disturb others.","They are in such huge amount, you should be careful.",They probably know we were there.  We need to think what to do in the following step.,"Never mind, you may try again next time."
1279,Battle Chen-Changgu,Help Childe Baiqi punish Chen-Changgu.,Here is the letter of challenge. Please pass it to Chen-Changgu. I plan to assign you to go to Chen's Minor to teach them a lesson. Would you like to help us?,"Vice Leader of Chen's Minor, he is not a normal person. ",You can find some other friends to go with you.,So dangerous.  It costs you so long time.  I am worry about you.,"Never mind, you may try again next time."
1280,Collect Material for Armor,Help Baiqi to collect some fighting resources -- Crocodile Skin.,"For preparing the fight against the Chen's Manor, I asked all our villagers to collect fighting resources.  Currently we need a lot of crocodile skins to make armor.  Could you please join us to collect some?","We don't have enough time, you'd better be quick.",Have you finished the collect Crocodile Skin thing?,The resources you collected are very helpful to us. Thank you very much.,"Never mind, you may try again next time."
1281,Collect Material for Medicine,Help Baiqi to collect some fighting resources -- Tiger Bone.,"Thank you for helping us collect the Crocodile Skins, I heard about Tiger Bone is helpful for healing wound.  So please collect some Tiger Bone for us.","We don't have enough time, you'd better be quick.",Have you finished the collect Tiger Bone thing?,The resources you collected are very helpful to us. Thank you very much.,"Never mind, you may try again next time."
1282,Baiqi's Gift ,Help Baiqi to pass a gift to the Auctioneer in Clear Water Dam.,"Dai's Field is in too much trouble recently. Luckily with the Auctioneer in Clear Water Dam's help, he sent us enough provender, so we can insist.  I have a gift for him. please bring it to him. Thank you.",Please keep the gift carefully.,Do you have something for me?,"Ah, Thank you so much. Hahaha...","Never mind, you may try again next time."
1283,Demonstrate to Baiqi (Experience),Eliminate the evil force around Dai's Field. Demonstrate yourself to Baiqi.,"Your performance is perfect in Dai's Field, but Loo's village are not so easy to defeat, now they get the support from evil force.  You can do some practice there, let me check your performance.",You should be careful.,We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1284,Demonstrate to Baiqi (Energy),Eliminate the evil force around Dai's Field. Demonstrate yourself to Baiqi.,"Your performance is perfect in Dai's Field, but Loo's village are not so easy to defeat, now they get the support from evil force.  You can do some practice there, let me check your performance.",You should be careful.,We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1285,Demonstrate to Baiqi (Reputation),Eliminate the evil force around Dai's Field. Demonstrate yourself to Baiqi.,"Your performance is perfect in Dai's Field, but Loo's village are not so easy to defeat, now they get the support from evil force.  You can do some practice there, let me check your performance.",You should be careful.,We are waiting for your good news.,"$username$, you are so good.","Never mind, you may try again next time."
1286,Transport Provender,Send some provender to the Spy in Loo's Village.,"We have not get any information from our Spy in Loo's Village, here are some provender, please send to him and bring back the information.","Please keep the provender safely, don't let the villagers find it.","Be quick, provender can't reserve too long time.",Oh.. The Auctioneer sent you here. Thank you for bring me my provender.,"Never mind, you may try again next time."
1287,Jade Robe Heister,Exterminate the Jade Robe Heister.,"Clear Water Dam is a busy place for villagers doing business from Chen's Manor , Dai's Field and Loo's Village. This also attract the Jade Robe Heister's attention. I just plan to find someone to clean them up. Would you like join us?","Jade Robe Heister should be hiding in the trees, you can catch them there. ","Take Care, they usually team up.",Thank you very much.,"Never mind, you may try again next time."
1288,Brawny Soldier,Exterminate the Brawny Solder.,I just teach the Jade Robe Heister a good lesson. They ran away. I plan to pursue enemy troops in retreat.,They must go find their cahoots. You should be careful.,How is it? Did you exterminate the Brawny Soldiers?,Hahaha... Brawny Soldiers were defeated by you completely. Thank you so much.,"Never mind, you may try again next time."
1289,Lost Box,Help the Auctioneer in Clear Water Dam to get back the Lost Box.,"Long time ago, they put all the treasures robbed from us into a box.  And guard the box with assigned person.  You'd better take care. ","This box is guarding by them, don't disturb others. ",How is it? Did you find my robbed box? You should search it around their base.,That's great.  Finally I got my lost box back.  I don't know how to express my feelings.,"Never mind, you may try again next time."
1290,Eliminate the Heister Head,Help the Old Man eliminate the Heister Head.,"Only by killing the Heister Head, we can restore the peace of Clear Water Dam. But he is full of guile with a lot of guards protect him. You'd better find some friends with you.","To catch the bandits first catch the ringleader, we have to kill the Heister Head.","Take care, He is not a good egg.  Bring some friends with you.","$username$, I represent all the villagers in Clear Water Dam thank you.","Never mind, you may try again next time."
1291,Exterminate (Experience),Clean up the Heisters and Soldiers around Clear Water Dam.,"We start fight back. If you want, please join us.","They are rampant, you should take care.",We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1292,Exterminate (Energy),Clean up the Heisters and Soldiers around Clear Water Dam.,"We start fight back. If you want, please join us.","They are rampant, you should take care.",We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1293,Exterminate (Reputation),Clean up the Heisters and Soldiers around Clear Water Dam.,"We start fight back. If you want, please join us.","They are rampant, you should take care.",We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1294,Explore Loo's Village,"Ask about the information from the Old Man, exterminate the Posseman of Loo's Village.","Loo's Village is our neighbor,  the villagers of Loo's bullied us all the time. Could you please help us?  If you want to get into Loo's Village, you need get through the Posseman. $username$, Are you ready?","You take care, they are a group of unreasonable person.","You take care, they are a group of unreasonable person.",Hahaha... Finally you taught them a lesson.,"Never mind, you may try again next time."
1295,Guard of Loo's Village,Perish the Guard of Loo's Village.,"$username$,  I heard about the Loo's Village are founding weapons. I would like ask you to explore in their village to confirm the information.","You take care, they are a group of unreasonable person.","They are in such huge amount, you'd better take care.",Really? They plan to sneak attack us. Thank you for your information.,"Never mind, you may try again next time."
1296,Secret of Loo's Village,Exterminate Racoon Loosi and his guards.,"It seems Loo's villager is preparing for the war.  And Racoon Loosi is in charge of the soldiers training.  He is protected by his guards all the day.  If you want to exterminate him, you should be very careful.",Racoon Loosi is not a good egg.  Find some friends go with you.,It's a very important mission. Think about it clearly. ,Hahaha! They must be shocked by losing such a powerful member.,"Never mind, you may try again next time."
1297,Old Field,Explore the old story between Dai's field and Loo's Village.,"A fortune teller said because the exist of Dai's Village, it destroy the geomantic omen of Loo's village which force the Loo's village transfer to New Field. So this time Loo's village plan to work with Chen's Manor to beat Dai's Field. if you want to know the details, you have to go deeper into the Old Field.","Old Field of Loo's Village is highly guard, don't go there alone.",Take care this time. No one can help you this time. It all depend on yourself.,Thank you so much. You contribute too much. We don't know how to express our feelings.,"Never mind, you may try again next time."
1298,Wife of Muscle-man Wei,Ask about Wife of Muscle-man Wei ,"I have met Muscle-man Wei's wife in the Old Field. But I didn't talk to her. She seems busy at that time. If you can find her, you will know some more about the Loo's Village.","She probably in the Old Field, you search there carefully.",Who send you here?,"Oh, you came from Dai's field. Nice to meet you.","Never mind, you may try again next time."
1299,Fight Back the Loo's Village (Experience),"Fight against the Loo's Village, teach them a good lesson.","I heard about their behavior long time ago, they bully other villagers under the support of evil force. We can not tolerance this any more. We need fight back.",You should be careful.,We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1300,Fight Back the Loo's Village (Energy),"Fight against the Loo's Village, teach them a good lesson.","I heard about their behavior long time ago, they bully other villagers under the support of evil force. We can not tolerance this any more. We need fight back.",You should be careful.,We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1301,Fight Back the Loo's Village (Reputation),"Fight against the Loo's Village, teach them a good lesson.","I heard about their behavior long time ago, they bully other villagers under the support of evil force. We can not tolerance this any more. We need fight back.",You should be careful.,We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.","Never mind, you may try again next time."
1302,Pick some Fresh Berry,Pick some Fresh Berry for Muscle-man Wei's wife.,"I am so hungry.  $username$, could you please pick some Fresh Berry for me?","I am really hungry, please be quick.","I am so hungry, please be quick. Fresh Berry is right beside here. ",Thank you for the Berry. I feel better now. ,"Never mind, you may try again next time."
1303,Guard of Screw Bay,Perish the Guard of Screw Bay.,"$username$,  a few days ago, one lady get into Loo's Village, she was caught and put into Screw Bay Jail.  Do you know this issue? I plan to scout in the jail, but it was highly guarded. Could you please help me exterminate the Guard of Screw Bay?",Screw Bay Jail is a highly guarded jail. You'd better be careful.,"Take care, no one ever came out from the jail. ",I am so worry about you. It's so dangerous. Luckily you didn't get hurt.,"Never mind, you may try again next time."
1304,Sudden Strike the Jail,Exterminate the Jailor of Screw Bay.,"$username$, according to what you said, I guess Fire Chainball Loosan is in the jail. So this time your responsibility is exterminate the Jailor of Screw Bay.",I guess they may add more person to guard the jail.  Take Care.,Take care! I don't want lose you.,"Well done, $username$, you make me look at you with new eyes.","Never mind, you may try again next time."
1305,Fire Chainball Loosan,Kill Fire Chainball Loosan and get the key.,"$username$, the lady was locked by Loosan, she can't move now. you have to kill Loosan and get the key. Beat the Fire Chainball Loosan, get the key.","Screw Bay Jail is very complex, you should be careful.",Loosan is much harder than Loosi to defeat. Bring some friends with you.,"Thank you very much, $username$!  Finally someone come to save me.","Never mind, you may try again next time."
1306,Protect Young Lady Dengping,Protect Young Lady Dengping to leave Screw Bay Jail.,"$username$, thank you for release me. But how could I leave here? Could you please protect me out of here?","I am wounded, please help me.","Be quick, their reinforcement will come anytime.",Thank you.  I am so worry about you. ,"Never mind, you may try again next time."
1307,Clean Up the Jail (Experience),Clean up the Jailor of Screw Bay.,"Loo's Village colluded with the evil force, set up the Jail to lock up the innocent villagers.","Perish the Evil force, it all depends on you. ",We are waiting for your good news.,"That's great, I expect your better performance.","Never mind, you may try again next time."
1308,Clean Up the Jail (Energy),Clean up the Jailor of Screw Bay.,"Loo's Village colluded with the evil force, set up the Jail to lock up the innocent villagers.","Perish the Evil force, it all depends on you. ",We are waiting for your good news.,"That's great, I expect your better performance.","Never mind, you may try again next time."
1309,Clean Up the Jail (Reputation),Clean up the Jailor of Screw Bay.,"Loo's Village colluded with the evil force, set up the Jail to lock up the innocent villagers.","Perish the Evil force, it all depends on you. ",We are waiting for your good news.,"That's great, I expect your better performance.","Never mind, you may try again next time."
1310,Scout Ichthyoid Cave,Scout the Ichthyoid Cave.,"Loo's Village is repairing something, and those strange villagers get into the Ichthyoid Cave so often.  $username$, could you please scout the cave?","Those villagers act so strange, you should be careful.","These villagers seem controlled by some secret force, you take care.","It's true, they are controlled by the evil force.","Never mind, you may try again next time."
1311,Scout Ichthyoid Cave again,Scout the Ichthyoid Cave again.,"$username$, after the initial scout, those villagers are controlled by the One-eyed Necromancer. Their job is to dig a tunnel to sneak attack Dai's Field.  Please go into the cave again, and kill the One-eyed Necromancer.","One-eyed Necromancer, this is the first time I heard about, I don't know how to deal with them.",How is it?  They are hard to defeated right?,"These One-eyed Necromancers are hard to defeated, thank you very much.","Never mind, you may try again next time."
1312,Apprentice of Blaze Skull,Kill the Apprentice of Blaze Skull.,"Golden Star Tao Guo set up the cave, he found the secret of the Ichthyoid Cave.  And he wants to use the conflict between Dai's Field and Loo's Village.  $username$, if you want to solve this problem, you have to defeated the Golden Star Tao Guo. ","It's so horrible, we have to exterminate them.","Apprentice of Blaze Skull is hard to defeated, are you ready for that?","I am so worry about you, thank you. Go to take a break.","Never mind, you may try again next time."
1313,Demonstrate Yourself,Help Wife of Muscle-man Wei to clear the evil force in Ichthyoid Cave and Jail.,"$username$, I have a very good Talisman, I want to find an appropriate owner for it.  If you can go to the Jail and Ichthyoid Cave alone, and clear the jackals there, then you will be the owner of the talisman.",Perish the evil force from there.,We are waiting for your good news.,This Talisman belongs to you now!,"Never mind, you may try again next time."
1314,Clean Up Ichthyoid Cave ,Help Wife of Muscle-man Wei to clear the evil force in Ichthyoid Cave.,"They want to sneak attack us from the Ichthyoid Cave, that's so dangerous. We have to perish them in time.",Perish the evil force from there.,We are waiting for your good news.,"That's great, $username$.  I expect your better performance.","Never mind, you may try again next time."
1315,Clean Up Ichthyoid Cave ,Help Wife of Muscle-man Wei to clear the evil force in Ichthyoid Cave.,"They want to sneak attack us from the Ichthyoid Cave, that's so dangerous. We have to perish them in time.",Perish the evil force from there.,We are waiting for your good news.,"That's great, $username$.  I expect your better performance.","Never mind, you may try again next time."
1316,Leftover of Whorl Mountain (Energy),Help Zhao Xinyuan clean up the leftover evils in Whorl Mountain.,"Although the Evil Force of Whorl Mountain were perished by the justice power, but some leftover evils still here doing bad things.  I would like ask you to teach them a lesson.  ","You should be careful, they are hard to deal with.","They are in such a huge amount, it may takes you some time to perish them.","Good job, I never expect you can finish this job. ","Never mind, you may try again next time."
1317,Sapless Brier (Reputation),Help Master Huang to perish the Monsters hiding in the Brier Woods.,"If you want to make yourself more powerful, you can do some practice on the monsters in the Brier Woods.","There are a lot of monsters in the Brier Woods, it's a good place for practice.","You take care, although they might not match you, but you should not lower estimate them.",Umm.. not bad. You get improved a lot. ,"Never mind, you may try again next time."
1318,Hero in Star Town (Energy),Help Tavern Boss punish the evil force around Star Town.,"We need a hero to save us from the evil force. We prepared abundant rewards.  If you are good enough, come to take the quest.","They are hard to deal with, you should be careful.",We are waiting for your good news.,"I can't imagine it. $username$, you are so good.","Never mind, you may try again next time."
1319,For Justice ,Help Ling's Family to punish the Chen's Manor.,Chen's Manor has been bullying us too much.  He forces my daughter marry him. I hope you can help us teach the evils a lesson. ,Please teach them a good lesson.,We are waiting for your good news.,"$username$, you are such a nice person.",
1320,Clean up Dai's Field (Energy),Help Scholar Yu punish the claws of Chen's Manor.,"Chen's Manor has been bullying us too much.  He force Ling's daughter marry him, and then come to create trouble in Dai's Field.  I hope you can help me teach the evils a lesson. ","They are pressuring us with their force, that's too much.",We are waiting for your good news.,"$username$, you are so good.",
1321,Demonstrate to Baiqi (Reputation),Eliminate the evil force around Dai's Field. Demonstrate yourself to Baiqi.,"Your performance is perfect in Dai's Field, but Loo's village are not so easy to defeat, now they get the support from evil force.  You can do some practice there, let me check your performance.",You should be careful.,We are waiting for your good news.,"$username$, you are so good.",
1322,Exterminate (Energy),Clean up the Heisters and Soldiers around Clear Water Dam.,"We start fight back. If you want, please join us.","They are rampant, you should take care.",We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.",
1323,Fight Back the Loo's Village (Reputation),"Fight against the Loo's Village, teach them a good lesson.","I heard about their behavior long time ago, they bully other villagers under the support of evil force. We can not tolerance this any more. We need fight back.",You should be careful.,We are waiting for your good news.,"Hero is back, I represent the villagers express our respect to you.",
1324,Clean Up the Jail (Energy),Clean up the Jailor of Screw Bay.,"Loo's Village colluded with the evil force, set up the Jail to lock up the innocent villagers.","Perish the Evil force, it all depends on you. ",We are waiting for your good news.,"That's great, I expect your better performance.",
1325,Clean Up Ichthyoid Cave (Reputation),Perish the evil force in Ichthyoid Cave.,"They want to sneak attack us from the Ichthyoid Cave, that's so dangerous. We have to perish them in time.",Perish the evil force from there.,We are waiting for your good news.,"That's great, $username$.  I expect your better performance.",
1326,Leftover of Nunnery,Please help Peach Headstream Village officer to eliminate the Ice Mirror Faerie hidden in the Laurel Mountain Laurel Wonderland.,"Nun Fly Dragon from Fire Rock Cave in Laurel Mountain and Ice Mirror Faerie from Laurel Wonderland belong to the same junta.  They often meet each other in the dark inside Laurel Mountain Laurel Wonderland.  Last time when Sword Master Linglingzi passed this place and found out their secret evils, he gave them a lesson, leaving them escape to their own place with injuries.  $username$, would you please eliminate Ice Mirror Faerie for me?",She is still strong although injured.  You'd better go there with partners.,Have you finished it yet?,"Haha, how can Nun Fly Dragon be as arrogant as before without Ice Mirror Faerie!",
1327,The Mystery of Machine Monster,Please help Peach Headstream Village officer to find out the mystery of Machine Monster.,"I am sure you have heard the fact that there are some strange Machine Giants and Machine Monsters in Laurel Mountain these days. Actually, they are made by Machine Master, an elf with paralyze on his legs but be fond of making machinery.  Those Machine Monster made by him are very fierce and cruel.  Now I am looking for people to go to catch him, $username$, would you like to take this important responsibility?","Although Machine Master is half-paralyzed, he has a machine cart for him to move.  You must be very careful!",Have you finished it yet?,Great!  We will deal with the Machine Monsters left.,
1328,Poison Dragon Vitals,Please help Peach Headstream Village officer to eliminate the Ochu Faerie and break the Poison Dragon Vitals.,"Ochu Faerie had been Faerie from Laurel Mountain at one time, but she had evil thought and followed Poison Dragon General to guard its Poison Dragon Vitals. Only by means of breaking the Poison Dragon Vitals can make Poison Dragon General weak, or all of you can do nothing but die.  $username$, please kill Ochu Faerie and break the Poison Dragon Vitals.",Please be careful and find partners to go with you.,Have you finished it yet?,"Good job!  Have a break, more fierce battles are waiting for you.",
1329,Great War in Poison Dragon Puddle,Please help Peach Headstream Village officer to eliminate the Poison Dragon General hidden in the Laurel Mountain Laurel Wonderland.,"Poison Dragon General was a guardian from responsible for Ganoderma in the back mountain of Golden Peak Mountain, and absorbed a little supernatural during the years with Ganoderma.  Thousands of years ago, he secretly gave the Ganoderma to Blood Master for protection when Blood Master attacked Green Scarp. Poison Dragon General has been staying in Laurel Mountain claiming himself as a leader for years since Blood Master was beaten.  $username$, you must break Poison Dragon Vitals to kill him.","The Poison Dragon Vitals is guarded by Ochu Faerie, you must take care.",Have you finished it yet?,"Good, our Laurel Mountain can return to peace.",
474,Clear up the Laurel Wonderland,Help the Reputation Merchant in Laurel Mountain clear the evil force in Laurel Wonderland.,"Poison Dragon General and some other evil monsters are gathering in the Laurel Wonderland.  They are planning to do some evil things.  As the hope of the Laurel Mountain, I hope you, $username$, please get into the Laurel Wonderland to beat up those evils. ","They are in a huge amount, please be careful. ","$username$, go ahead!",That's great.  Now you are becoming more and more famous in Laurel Mountain.,
475,Battle in Rattan Cave,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","The evil force of Rattan Cave spread around Tiger Mountain.  And the trend seems to expand to Stone City. We really hope some people stand out and help us. By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us? ","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
476,Battle in Snake Cave,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","The evil force in Snake Cave is ready to do something.  Would you like stand out and help us?  By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
477,Battle in Mercy Temple,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","The Monks in Mercy Temple doing dirty stuff in the secret room.  I really hope some people can stand out.  By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
478,Battle in Happiness Hall,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","Happiness Hall used to be a clean place for monks to exercise.  Since it was occupied by Buddhist Monk Purple Moon, it became the beachhead of Evil Force.  By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
479,Battle in Laurel Wonderland,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","Poison Dragon General stole the Glossy Ganoderma of the Wizard. And they attack the justice juntas. We really hope someone could stand out.  By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
480,Battle in Fantasy Palace,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","The evil force of Whorl Mountain occupied the whole mountain.  The Fantasy Palace was guarded by four evil heads. Frozen Zone and Virulent Zone are easier to defeated.  It's the entrance to get into the Fantasy Palace.  We really hope someone could stand out. By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
481,Battle at Purgatory Zone,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","Purgatory Zone is guarded by Fire Boar.  Fire Boar is hard to deal with.  You should not lower estimate him.  We really hope someone could stand out. By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
482,Battle in Bewitcher Cave,"Finish the quest on Stone of Sword, contribute to your guild prosperity. ","If you want to exterminate the Bewitcher Cave, you have to defeat Blaze Skull Marshal.  It's not a easy job.  We really hope someone could stand out. By finishing this quest, you can earn generous reward and increase the prosperity of your guild.  Would you like to help us?","I have already placed the reward on the Stone of Sword,  once you finish the quest, you will get the reward automatically. ","$username$, go ahead!",You are so great.  The reward are yours now.,
483,Plentiful Mineral (Primary),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
484,Plentiful Mineral (Intermediate),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
485,Plentiful Mineral (Advanced),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
486,Abundant Mineral (Primary),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
487,Abundant Mineral (Intermediate),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
488,Abundant Mineral (Advanced),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
489,Lunar Treasure (Primary),Purchase the Mining Charm from Master Qingxuzi to exchange the Mineral Box.,The treasures in Lunar Cave are abundant.  I went to the cave to collect some whenever I am free.  I have a lot of reserves.  You need to purchase the Mining Charm from me to exchange the Mineral Box.  Mineral Box is a fantastic item.  It may bring you all kinds of Mineral.  It depends on how lucky you are. ,Let me see how lucky you are!,Have you ever purchased the Mining Charm from me? ,How is it?  How lucky are you today?,
